"","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control"
"Unassigned;Other;Other;Other;Other;Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000155096470004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000406559154357,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia",0.152558717641,0.120122065924,0.0685150514336,0.0748001522649,0.26091569072,0.0774108211384,0.173056662544,0.0977971278186,0.214632494072,0.155961386736,0.208430288928,0.0758771462088,0.130235832453,0.135947248711,0.0667452482687,0.206728856271,0.0878705066218,0.265928407469,0.078985847825,0.0842399233046,0.02487717113,0.0129864232847,0.175443179698,0.0135752307159,0.0524165671548,0.0546483263315,0.0375730665468,0.419893163278,0.0492432317203,0.0493296359427
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus",0.0177438710783,0.0147984031102,0.0566085365084,0.0230300723258,0.00597008715911,0.0216674714985,0.0248728871788,0.0251478328676,0.0232584396523,0.0165452267137,0.0200455691293,0.0163431801216,0.038058782119,0.00742858335246,0.0882990591256,0.0246253150007,0.0225457220938,0.0124387368943,0.0306543422633,0.00175065649619,0.00775032869698,0.0115788039777,0.037432356783,0.0276544143123,0.0213060147068,0.0240547499661,0.0347628147482,0.0381382251853,0.0126009616523,0.0114483425344
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea",0.0150865763758,0.00932215789144,0.00620569240802,0.0344880091359,0.0158092900381,0.00550085032228,0.00742064037378,0.0164403145104,0.0156938015129,0.0200027846104,0.0117073880163,0.0214354271089,0.0144315381908,6.26004215095e-05,0.00772485213328,0.0481895751359,0.0110626445239,0.0112910230163,0.0109144080631,0.0129215122338,0.00685073697322,0.00690187531217,0.0129874976675,0.00488204352893,0.0189805794733,0.00962189998645,0.00876798561151,0.0337488094745,0.00426348326583,0.00844633271427
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium",0.0,0.00357419058169,0.000483833645371,0.000304529881995,0.0130426642814,0.0,0.0,0.000487361102086,0.000978510406082,0.0,0.0,0.000133304894956,0.0189633931714,0.0,0.0,0.0,0.00128757620349,0.0,0.0,0.0,0.0,0.000136221223267,0.0,0.000283473495228,0.00012569920181,0.000372679224827,0.00969536870504,0.0,0.000378976290296,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira",0.0172938453626,0.0291787722342,0.00544838757179,0.0057860677579,0.0427890915899,0.0134371916269,0.00141999908387,0.0272597309767,0.0585224492868,0.0032487121177,0.0017209617995,0.00989122320572,0.00554382259768,0.00699038040189,0.0214696162832,0.00486316813299,0.0084612150515,0.000186115764005,0.0134210663742,0.00650243841441,0.00885751851083,0.00753757435408,0.00537413696585,0.00330719077766,0.0252026899629,0.00799566336902,0.0368986061151,0.0,0.01518273763,0.0124659729819
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia",0.00600034287674,0.00721108626131,0.01562993037,0.00190331176247,0.0430387119589,0.0209326250814,0.0043974165178,0.0047436480603,0.027925181589,0.00392165962779,0.00232693426411,0.00290604671004,0.0168954593453,0.00603050727208,0.011513607948,0.0014368451302,0.0110626445239,0.0,0.0267115776281,0.00454337043058,0.00176458376583,0.00472233573991,0.000410524351558,0.00570096695959,0.00100559361448,0.000677598590595,0.033189073741,0.000331276657419,0.00120798692532,0.0193095377414
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus]",0.0106720384022,0.014652091215,0.0139680669794,0.0290826037305,0.0287479458324,0.015452770371,0.00600064128991,0.0391513418676,0.027624101464,0.0191674014944,0.0459569517161,0.106617254986,0.0326909538895,0.11929553659,0.00985076511819,0.0486316813299,0.0328988858524,0.0415038153732,0.0197660452243,0.0100454337043,0.00415196180195,0.00594832674931,0.0130994588543,0.00352767016284,0.019860473886,0.0078601436509,0.00792491007194,0.0521760735434,0.0241123664701,0.0049100669092
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000129962960556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000465289410013,0.0,0.000416822975282,0.0,0.000181628297689,0.0,0.000220479385177,0.0,0.0,0.000140512589928,0.0,0.000213174163291,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__rc4-4",0.0,0.0,0.000420724909018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000395987328405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__",0.0,0.0,0.00180911710878,0.000989722116483,0.0,0.00188960507254,0.00261096605744,0.000324907401391,0.000338715140567,0.00127627976052,0.000145433391507,0.000613202516796,0.00167194649771,0.000271268493208,0.000673556589278,0.000110526548477,0.000210216523019,0.00071344376202,0.00125332915557,0.0,0.00128018822227,0.000227035372111,0.0,0.0,0.00012569920181,0.000135519718119,0.000196717625899,0.0,0.000165802127004,0.000686900552065
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;Other",0.0,4.18033986163e-05,0.000673159854429,0.000304529881995,0.0,0.0,0.0,0.000162453700695,0.0,0.0,0.0,0.0,0.000307990144315,0.0,0.000210486434149,0.0,0.0,0.000124077176003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.10580544305e-05,0.000178085328313
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__",0.071746956969,0.205944443283,0.270210572817,0.248724781119,0.246063278764,0.161456255643,0.18986761944,0.202027422185,0.0996951563735,0.115955817515,0.00647178592205,0.0605204223099,0.186510031679,0.00342215637585,0.207750110505,0.118241301561,0.0881858314063,0.00635895527018,0.17687607708,0.175274061106,0.117431319632,0.377151160151,0.0767307333458,0.163595703802,0.243416504305,0.459242444776,0.406699640288,0.0385937305893,0.15947796016,0.424657185743
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000106643915965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00158392730607,0.0,0.0,0.000186601977981,0.0,0.000439947206335,0.000779238379184,0.0,0.000372686239596,0.00198962552405,0.000457933701376
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium",0.0206368935368,0.0834813870368,0.0107074489345,0.00993528740008,0.0,0.117449453064,0.0100774128533,0.0807394892456,0.105603853826,0.0777370399592,0.0,0.0809160712381,0.0712337205209,0.115330843228,0.0189016817866,0.0777885848181,0.054735127181,0.000279173646008,0.0785941824638,0.0541869867867,0.0537679053353,0.0886800163465,0.0670647508864,0.0304261551545,0.0508453271322,0.00846998238244,0.0512027877698,0.00633566607313,0.0223122290912,0.0535273615387
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira",0.00402880164581,0.0116213448153,0.0430401581926,0.0150361629235,0.0041603394837,0.00617270990363,0.015161925702,0.0117291571902,0.00620977757706,0.00591729707152,0.00782916424278,0.00341260531087,0.00761175642379,0.000333868914717,0.00968237597087,0.00837791237455,0.00186567164179,0.0185495378125,0.00496109457413,0.0197990913259,0.00577814684105,0.0209780683831,0.0140324687442,0.0100160634981,0.0212431651059,0.0132131725166,0.0291704136691,0.00716385771668,0.0149932494848,0.019665708398
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus",0.0234227670153,0.0920301820538,0.0280202789406,0.0085649029311,0.0174110207393,0.00995192004871,0.023498694517,0.0428552862434,0.0164088668097,0.0359446790737,0.119618964514,0.000586541537805,0.126055966209,0.000292135300378,0.128775600413,0.00366948140943,0.0158187933572,0.00303989081209,0.125750691942,0.030219665708,0.00352916753166,0.0415928801707,0.019966411644,0.016189486283,0.0177235874552,0.115225640331,0.0406643435252,0.0127955608928,0.118003742391,0.0535019207775
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000266627884429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Acidaminococcus",0.00593605348877,0.0,0.0,0.0,0.0,0.000125973671503,0.0,0.00601078692573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00145302638151,0.0,0.00132287631106,0.0,0.0,0.00129271582734,0.0,0.00312655439494,0.0110921718778
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister",0.0,0.0,0.0156088941246,0.0,0.00222578162378,0.00237250414663,0.0,0.0127688608747,0.0,0.00473383765721,0.00812003102579,0.00122640503359,0.0,0.0108298729211,0.00311519922541,0.0,0.017894681522,0.0,0.00838163872787,0.00333458380226,0.000207598090098,0.0186169005131,0.0186975181937,0.00377964660304,0.00471372006788,0.00179563626508,0.0178169964029,0.0,0.00395556502996,0.0184191110998
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megamonas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000726513190755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megasphaera",0.0,0.0,0.0346466962577,0.0,0.0,0.0,0.0,0.0,0.00112905046856,0.0,0.0,0.0,0.0,0.000125200843019,0.000420972868299,0.0,0.00433571578726,0.0,0.0,0.0,0.0,0.00376878717704,0.00261242769173,0.00551198462944,0.0,0.0,0.00132081834532,0.0,0.0020133115422,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Mitsuokella",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00245677029198,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Phascolarctobacterium",0.00465026572947,0.00376230587547,0.0,0.0029311001142,0.0,0.0084612316026,0.000732902752966,0.0,0.00496782206165,0.000533716990764,0.0,0.0146368774661,0.00492784230905,0.0,0.000884043023427,0.00888633449755,0.000183939457641,0.0229232582666,0.0,0.0,0.0119368901806,0.00381419425146,0.0,0.0,0.0,0.00433663097981,0.00207958633094,0.0027330324237,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella",0.000150008571918,0.0,0.0,0.0,0.000124810184511,0.000230951731088,0.0,0.000129962960556,0.0,0.000394486471435,0.0,0.000399914684867,0.0,0.00763725142416,0.0,0.0,0.00176056338028,0.000248154352007,0.0,0.0,0.000415196180195,0.0004086636698,0.000261242769173,0.0,0.00012569920181,0.0,0.00070256294964,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__",0.0,0.00110779006333,0.00927698424385,0.00392082223068,0.0,0.00195259190829,0.00714580184142,0.00302163883293,0.0,0.00162435605885,0.00237541206128,0.000133304894956,0.00259591693066,0.0,0.00145235639563,0.000309474335735,0.000341601849905,0.00167504187605,0.00174943861298,0.000666916760452,0.0,0.000681106116333,0.001940660571,0.0021103026867,0.00025139840362,0.00298143379862,0.000814973021583,0.000786782061369,0.000994812762027,0.00178085328313
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__Mogibacterium",0.0,0.0,0.0,0.0,0.0,0.0,0.000183225688241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000331604254009,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Anaerococcus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023205086555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Finegoldia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000187801264529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Parvimonas",0.0,0.0,0.0,0.000266463646745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Peptoniphilus",0.0,0.0,0.0,0.000190331176247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__WAL_1855D",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000556922077319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000188548802715,0.0,0.0,0.0,0.0,0.000127203805938
"k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA-98;f__;g__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00104436271171,0.0,0.0,0.0,0.000203279577178,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;Other",0.0,0.0,0.00023139869996,0.000114198705748,0.000436835645789,0.000230951731088,0.0,0.000487361102086,0.0,0.000116025432775,0.000315105681598,0.0,0.0,0.000292135300378,0.0,0.000751580529643,0.0,0.000217135058006,0.000234999216669,0.000791963653037,0.0,0.000136221223267,0.000223922373577,0.0,0.00037709760543,0.000508198942946,0.0,0.0,0.000663208508018,0.00119571577582
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__",0.0272587004972,0.0115377380181,0.00159875465427,0.000647125999239,0.0532939487862,0.00243549098238,0.000503870642664,0.0014945740464,0.0130593504196,0.00754165313037,0.000557494667442,0.0201557001173,0.00140795494544,0.00202408029547,0.0036624639542,0.00789159556125,0.00593861677528,0.00468391339413,0.0188782704058,0.00646075611688,0.00297557262473,0.000272442446533,0.0188467997761,0.0,0.00584501288417,0.0134842119528,0.00404676258993,0.00260880367717,0.000118430090717,0.000508815223751
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00638532688669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium",0.0,0.0,0.045438290174,0.0406928054815,0.0,0.0,0.0373780404013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118246794198,0.0,0.0,0.0,0.0,0.00749216727966,0.0,0.013701218936,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus",0.0,0.000146311895157,0.0,0.0,0.00110248996318,0.000251947343005,0.0,0.000194944440834,0.000225810093711,0.00018564069244,0.0113922823347,0.000213287831929,0.000131995776135,0.0,0.000315729651224,0.00205579380167,0.000210216523019,0.000837520938023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00152459682884,0.000814973021583,0.0,0.000805324616879,0.000864985880378
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium]",0.0,0.000689756077169,0.000147253718156,0.00312143129045,0.00509641586753,0.0061307186798,0.0180935367138,0.0,0.000338715140567,0.0,0.0024966065542,0.00157299776048,0.000131995776135,0.000166934457359,0.0,0.0052831690172,0.0277485810385,0.0102984056083,0.000626664577785,0.00466841732316,0.00781952806034,0.0,0.000223922373577,0.00333868783269,0.00050279680724,0.000135519718119,0.000562050359712,0.00165638328709,0.000852696653166,0.000254407611876
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__cc_115",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000923970432946,0.0,0.000610410659033,0.0,0.0,0.0,0.0,0.0,0.0,0.000499477818644,0.000186601977981,0.0,0.0,0.000609838731535,0.000309127697842,0.000165638328709,0.000284232217722,0.0
"k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium",0.0,0.0,0.0,0.000456794822992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024219777178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales;f__Victivallaceae;g__",0.0,0.0,0.0,0.000228397411496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__;g__",0.0,0.0,0.0,0.0,0.0,0.0,0.000274838532362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00203279577178,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000105108261509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rubellimicrobium",0.0,0.0,0.0,0.0,0.0,0.000839824476684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000472987176792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000315324784528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000157662392264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__",0.0,0.0,0.00157771840882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella",0.007350420024,0.00441025855402,0.00288196562677,0.00182717929197,0.0,0.00428310483109,0.0,0.0157580089674,0.00485491701479,0.0102102380842,0.000896839247625,0.00527887384025,0.0,0.00536276944265,0.00261003178345,0.0136831867014,0.00436199285264,0.035889323159,0.00801608439083,0.0105039389771,0.0225243927756,0.00998955637288,0.00649374883374,0.0019843144666,0.0651121865376,0.00254099471473,0.00266973920863,0.00227752701975,0.0148748193941,0.00501182995395
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36860181435e-05,0.0
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalobacter",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000181628297689,0.0,0.000283473495228,0.0,0.000271039436238,0.0,0.0,0.0005447784173,0.0
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000105108261509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Hydrogenophilus",0.0,0.0,0.0,0.0,0.0,0.000230951731088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000131385326887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000124077176003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila",0.0,0.000271722091006,0.00046279739992,0.0,0.0,0.0,0.000595483486785,0.000649814802781,0.000451620187422,0.000603332250429,0.000993794841962,0.00069318545377,0.0,0.0,0.000568313372203,0.00139263451081,0.0,0.00279173646008,0.0,0.00279271393439,0.000345996816829,0.000862734414022,0.000821048703116,0.000850420485685,0.0024511344353,0.00155847675837,0.00101169064748,0.000372686239596,0.00213174163291,0.00264583916351
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio",0.0,0.0,0.0,0.0,0.0,0.0,0.00164903119417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00128396724831,0.0,0.0,0.000124077176003,0.0,0.0,0.0,0.000181628297689,0.0,0.00160634980629,0.0,0.0,0.0033160971223,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae;g__Succinivibrio",0.00272158409052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000106643915965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__",0.00120006857535,0.0,0.0,0.00190331176247,0.00160173070123,0.000209956119171,0.0,0.0,0.0,0.0011834594143,0.0,0.0267676229071,0.0,0.000688604636605,0.000231535077564,0.0,0.000630649569056,0.0,0.00832941667972,0.000291776082698,0.000761192997024,0.000227035372111,0.000186601977981,0.00214179974172,0.00050279680724,0.00155847675837,0.00160184352518,0.00405813905338,0.000829010635022,0.000254407611876
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Klebsiella",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000129962960556,0.0,0.0,0.0,0.000639863495788,0.0,0.0,0.0,0.0,0.0,0.0,0.000130555120372,0.0,0.000899591723756,0.00762838850293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Serratia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000324907401391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;Other",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000156666144446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus",0.000171438367907,0.0,0.000210362454509,0.0,0.0,0.0,0.0,0.00315160179349,0.0,0.00259896969416,0.0,0.000666524474779,0.0,0.00208668071698,0.0,0.0,0.00294303132226,0.000992617408028,0.000261110240744,0.000291776082698,0.0089267178742,0.000136221223267,0.000223922373577,0.0,0.000565646408145,0.0,0.0,0.0,0.0,0.0
