Taxon	ADHD1	ADHD2	ADHD3	ADHD4	ADHD5	ADHD6	ADHD7	ADHD8	ADHD9	ADHD10	ADHD11	ADHD12	ADHD13	ADHD14	ADHD15	ADHD16	ADHD17	ADHD18	ADHD19	ADHD20	ADHD21	ADHD23	ADHD24	ADHD25	ADHD26	ADHD27	ADHD28	ADHD29	Control1	Control2	Control3	Control4	Control5	Control6	Control7	Control8	Control9	Control10	Control11	Control12	Control13	Control14	Control15	Control16	Control17	Control18	Control19	Control20	Control22	Control24	Control25	Control26	Control27	Control28	Control29	Control30	Control31	Control32
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	0.011513607948	0.0168954593453	0.0118373648996	0.00570096695959	0.000677598590595	0.00463049404384	0.0209326250814	0.00454337043058	0.00721108626131	0.0534441805226	0.0113772156941	0.00161157808254	0.00323889288752	0.00399334442596	0.0193095377414	0.0206070504968	0.00177592855693	0.00100559361448	0.00448298360449	3.15089643003e-05	0.00120798692532	0.000331276657419	0.00190331176247	0.000410524351558	0.00954347327369	0.00186717803795	0.00472233573991	0.027925181589	0.00176458376583	0.0014368451302	0.0043974165178	0.0430387119589	0.01562993037	0.000677598590595	0.00600034287674	0.0267115776281	0.0417063114494	0.0	0.0177056685068	0.00974289580514	0.0	0.0329176497023	0.0047436480603	0.033189073741	0.0118642442836	0.0131796065158	0.0259256936168	0.00392165962779	0.00603050727208	0.0413173926985	0.00701061979072	0.0043639248876	0.00666904240696	0.00290604671004	0.0113076253987	0.0149220736156	0.000187593796898	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus]	0.00985076511819	0.0326909538895	0.00490448366686	0.00352767016284	0.0283913809459	0.0634452369394	0.015452770371	0.0100454337043	0.014652091215	0.0254980852198	0.0948267277435	0.0376982873033	0.000752470064778	0.0201885745979	0.0049100669092	0.0203348305431	0.0195859549422	0.019860473886	0.0284764169806	0.0206068626524	0.0241123664701	0.0521760735434	0.0290826037305	0.0130994588543	0.0178481303051	0.031893419459	0.00594832674931	0.027624101464	0.00415196180195	0.0486316813299	0.00600064128991	0.0287479458324	0.0139680669794	0.0078601436509	0.0106720384022	0.0197660452243	0.00282270853156	0.0415038153732	0.03090076747	0.00300405953992	0.0511877828054	0.0265700483092	0.0391513418676	0.00792491007194	0.0169694645511	0.0123757139835	0.0597545422233	0.0191674014944	0.11929553659	0.000916128441207	0.000467374652715	0.0224367451292	0.0350761085374	0.106617254986	0.0221022815978	0.00910062267418	0.0176963481741	0.00726507602525
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__	0.0	0.0	0.000242196724289	0.000220479385177	0.0	0.0	0.0	0.000416822975282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000213174163291	0.0	0.0	0.0	0.0	0.0	0.000181628297689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000465289410013	0.0	0.0	0.0	0.0	0.000129962960556	0.000140512589928	0.000119840851349	0.0	0.0	0.0	0.0	0.000183225688241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Peptococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000443704936217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000671108767557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00053454156697	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__rc4-4	0.0	0.000395987328405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000420724909018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000111515043379	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__	0.000673556589278	0.00167194649771	0.0	0.0	0.0	0.000149370775608	0.00188960507254	0.0	0.0	0.0	0.00131945827524	0.0	0.0	0.000665557404326	0.000686900552065	0.0	0.0	0.00012569920181	0.000989202954981	0.0	0.000165802127004	0.0	0.000989722116483	0.0	0.00229410415233	0.0	0.000227035372111	0.000338715140567	0.00128018822227	0.000110526548477	0.00261096605744	0.0	0.00180911710878	0.000135519718119	0.0	0.00125332915557	0.0	0.00071344376202	0.00033660966743	0.0	0.0	0.00039321424559	0.000324907401391	0.000196717625899	0.0	0.000888512798815	0.000564511070689	0.00127627976052	0.000271268493208	0.0	0.0	0.000484880543066	0.000305452323983	0.000613202516796	0.000490666190869	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126398280983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126035857201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;Other	0.000210486434149	0.000307990144315	0.000484393448579	0.0	0.0	0.0	0.0	0.0	4.18033986163e-05	0.0	0.0	0.0	0.0	0.000221852468109	0.000178085328313	0.0	0.0	0.0	0.000631406141477	0.0	7.10580544305e-05	0.0	0.000304529881995	0.0	0.000183528332186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000673159854429	0.0	0.0	0.0	0.0	0.000124077176003	0.0	0.0	0.0	0.0	0.000162453700695	0.0	0.000479363405398	0.000148085466469	0.0	0.0	0.0	0.0	0.000934749305429	0.0	0.00012727180166	0.0	0.000111515043379	0.0	0.000125062531266	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__	0.207750110505	0.186510031679	0.237837183252	0.163595703802	0.0782626372137	0.0275589080996	0.161456255643	0.175274061106	0.205944443283	0.0201657860294	0.0534256124278	0.0863300259116	0.110776679971	0.168755777408	0.424657185743	0.211378794066	0.00685001014816	0.243416504305	0.136615242144	0.00107130478621	0.15947796016	0.0385937305893	0.248724781119	0.0767307333458	0.203303509979	0.126917642309	0.377151160151	0.0996951563735	0.117431319632	0.118241301561	0.18986761944	0.246063278764	0.270210572817	0.459242444776	0.071746956969	0.17687607708	0.16663495084	0.00635895527018	0.0304295139356	0.0941813261164	0.15670563097	0.0899337153129	0.202027422185	0.406699640288	0.24778294425	0.275565898033	0.132681009429	0.115955817515	0.00342215637585	0.195593422198	0.169553137901	0.178744600194	0.176958713028	0.0605204223099	0.191605147534	0.182159831989	0.133108220777	0.133867958236
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus	0.0	0.0	0.0	0.0	0.00176175633555	0.0	0.0	0.00158392730607	0.0	0.0	0.0	0.000821588826392	0.0	0.0	0.000457933701376	0.0	0.0	0.000439947206335	0.000420937427651	0.0	0.00198962552405	0.000372686239596	0.0	0.000186601977981	0.0	0.00141299959629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000779238379184	0.0	0.0	0.0	0.0	0.0	0.000189445196211	0.0	0.0	0.0	0.0	0.000455395235128	0.0	0.0	0.0	0.0	0.000274838532362	0.000233687326357	0.000396720444327	0.0	0.000106643915965	0.0	0.000147378504845	0.0	0.000119099606971
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	0.0189016817866	0.0712337205209	0.0750809845297	0.0304261551545	0.00494646971134	0.0589641136712	0.117449453064	0.0541869867867	0.0834813870368	0.163556158806	0.00146883091018	0.0488213360298	0.109827913368	0.0403401737844	0.0535273615387	0.0276575472982	0.00771260401867	0.0508453271322	0.0106918106623	0.000378107571604	0.0223122290912	0.00633566607313	0.00993528740008	0.0670647508864	0.030557467309	0.00787242632216	0.0886800163465	0.105603853826	0.0537679053353	0.0777885848181	0.0100774128533	0.0	0.0107074489345	0.00846998238244	0.0206368935368	0.0785941824638	0.0531557247066	0.000279173646008	0.135115120506	0.147604871448	0.00898692810458	0.123862487361	0.0807394892456	0.0512027877698	0.0579550357126	0.0509414004654	0.00968031947145	0.0777370399592	0.115330843228	0.141129586368	0.0133461428609	0.0406858855682	0.0539377895433	0.0809160712381	0.0718602939537	0.109944364614	0.0821243955311	0.316844654413
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira	0.00968237597087	0.00761175642379	0.00908237716085	0.0100160634981	0.0376744816371	0.00365958400239	0.00617270990363	0.0197990913259	0.0116213448153	0.00639875902855	0.0161322445728	0.0153889907097	0.013544461166	0.0120170086892	0.019665708398	0.00631550292636	0.0107063121575	0.0212431651059	0.0157851535369	0.00293033367993	0.0149932494848	0.00716385771668	0.0150361629235	0.0140324687442	0.0156457903189	0.0232640290674	0.0209780683831	0.00620977757706	0.00577814684105	0.00837791237455	0.015161925702	0.0041603394837	0.0430401581926	0.0132131725166	0.00402880164581	0.00496109457413	0.00355217253409	0.0185495378125	0.0127911673623	0.00928281461434	0.00575037707391	0.0287046399281	0.0117291571902	0.0291704136691	0.0198456449835	0.00871588745505	0.00324071170211	0.00591729707152	0.000333868914717	0.0223993403875	0.0234985589282	0.00925681036763	0.00590541159701	0.00341260531087	0.00490666190869	0.0109060093585	0.0119643154911	0.0226686251935
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus	0.128775600413	0.126055966209	0.035966213557	0.016189486283	0.0198536387044	0.00974644310841	0.00995192004871	0.030219665708	0.0920301820538	0.111178438121	0.041774546903	0.0152309928585	0.00431852385003	0.0254760584211	0.0535019207775	0.0264870014972	0.000202963263649	0.0177235874552	0.150211521057	0.0	0.118003742391	0.0127955608928	0.0085649029311	0.019966411644	0.0895618261069	0.00671174808236	0.0415928801707	0.0164088668097	0.00352916753166	0.00366948140943	0.023498694517	0.0174110207393	0.0280202789406	0.115225640331	0.0234227670153	0.125750691942	0.0119885823026	0.00303989081209	0.0108388312912	0.0120433017591	0.00160256410256	0.0029210201101	0.0428552862434	0.0406643435252	0.0889698480418	0.0721599323038	0.00290618662318	0.0359446790737	0.000292135300378	0.0120928954239	0.0857632487731	0.0561579828969	0.0644249860001	0.000586541537805	0.0101701719562	0.0201171659114	0.0952351175588	0.00424788598198
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Acidaminococcus	0.0	0.0	0.0	0.00132287631106	0.0	0.00888756114866	0.000125973671503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0110921718778	0.0	0.0298863405724	0.0	0.0	0.0	0.00312655439494	0.0	0.0	0.0	0.0	0.0	0.00145302638151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00593605348877	0.0	0.000475737392959	0.0	0.0	0.0	0.0	0.0	0.00601078692573	0.00129271582734	0.0	0.0	0.00269710844885	0.0	0.0	0.0	0.000908784046945	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Anaerovibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00107228692919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister	0.00311519922541	0.0	0.00181647543217	0.00377964660304	0.0	0.00134433698047	0.00237250414663	0.00333458380226	0.0	0.0	0.000149372634933	0.000568792264425	0.0	0.00462192641893	0.0184191110998	0.00400163331972	0.00065963060686	0.00471372006788	0.00635615515754	0.0	0.00395556502996	0.0	0.0	0.0186975181937	0.00857994952971	0.0	0.0186169005131	0.0	0.000207598090098	0.0	0.0	0.00222578162378	0.0156088941246	0.00179563626508	0.0	0.00838163872787	0.0	0.0	0.0	0.0	0.00285947712418	0.00146051005505	0.0127688608747	0.0178169964029	0.0	0.0	0.00591691233352	0.00473383765721	0.0108298729211	0.000274838532362	0.0247448913354	0.00850744952834	0.000178180522323	0.00122640503359	0.00909962753976	0.00217383294646	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megamonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000726513190755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00227196931799	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megasphaera	0.000420972868299	0.0	0.0	0.00551198462944	0.0	0.00806602188282	0.0	0.0	0.0	0.0	0.0	0.00271756304114	0.000196296538638	0.000554631170272	0.0	0.0	0.000456667343211	0.0	0.0	0.0	0.0020133115422	0.0	0.0	0.00261242769173	0.0	0.0	0.00376878717704	0.00112905046856	0.0	0.0	0.0	0.0	0.0346466962577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00132081834532	0.0	0.0	0.0	0.0	0.000125200843019	0.0	0.0	0.0	0.00384360841012	0.0	0.0	0.00291072547069	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Mitsuokella	0.0	0.0	0.0	0.00245677029198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0064706969865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Phascolarctobacterium	0.000884043023427	0.00492784230905	0.0	0.0	0.0222929936306	0.0057881175548	0.0084612316026	0.0	0.00376230587547	0.00540501236124	0.00413264289982	0.00290716046262	0.0411895570241	0.0155296727676	0.0	0.000272219953723	0.0	0.0	0.00357796813504	0.0267826196553	0.0	0.0027330324237	0.0029311001142	0.0	0.00201881165405	0.0486980218006	0.00381419425146	0.00496782206165	0.0119368901806	0.00888633449755	0.000732902752966	0.0	0.0	0.00433663097981	0.00465026572947	0.0	0.00434506818903	0.0229232582666	0.00821327588528	0.00719891745602	0.0	0.0	0.0	0.00207958633094	0.00671108767557	0.00395599746139	0.0	0.000533716990764	0.0	0.00114516055151	0.0	0.0	0.00587995723667	0.0146368774661	0.0	0.0	0.00560697015174	0.016594545238
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella	0.0	0.0	0.0	0.0	0.0	0.0	0.000230951731088	0.0	0.0	0.0	0.0	0.0	0.000392593077275	0.0	0.0	0.0	0.00334889385021	0.00012569920181	0.0	0.0263730031194	0.0	0.0	0.0	0.000261242769173	0.0	0.000151392813888	0.0004086636698	0.0	0.000415196180195	0.0	0.0	0.000124810184511	0.0	0.0	0.000150008571918	0.0	0.0	0.000248154352007	0.0	0.000162381596752	0.00980392156863	0.0063476013931	0.000129962960556	0.00070256294964	0.0	0.000148085466469	0.000125446904598	0.000394486471435	0.00763725142416	0.00174064403829	0.000493339911199	0.0	0.0	0.000399914684867	0.000133818052055	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__	0.00145235639563	0.00259591693066	0.002088946747	0.0021103026867	0.0	0.000373426939019	0.00195259190829	0.000666916760452	0.00110779006333	0.000872558049348	0.00181736705835	0.00126398280983	0.0	0.00698835274542	0.00178085328313	0.00141554375936	0.000152222447737	0.00025139840362	0.00391471807716	0.0	0.000994812762027	0.000786782061369	0.00392082223068	0.001940660571	0.00555173204864	0.0	0.000681106116333	0.0	0.0	0.000309474335735	0.00714580184142	0.0	0.00927698424385	0.00298143379862	0.0	0.00174943861298	0.000951474785918	0.00167504187605	0.0	0.0	0.0	0.0	0.00302163883293	0.000814973021583	0.00234888068645	0.00114237359848	0.0	0.00162435605885	0.0	0.0	0.00150598499208	0.000528960592436	0.00150180725958	0.000133304894956	0.000468363182193	0.0	0.00168834417209	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__Mogibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000331604254009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000183225688241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000183225688241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__1-68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000273609327973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Anaerococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023205086555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Finegoldia	0.0	0.0	0.0	0.0	0.000135519718119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000251382604324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000187801264529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Parvimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000266463646745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126930399831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Peptoniphilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000190331176247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__WAL_1855D	0.0	0.0	0.0	0.0	0.000203279577178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000127203805938	0.0	0.0	0.000188548802715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000556922077319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA-98;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00104436271171	0.0	0.0	0.0	0.0	0.0	0.0	0.000203279577178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000335554383778	0.0	0.0	0.0	0.0	0.0	0.000233687326357	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;Other	0.0	0.0	0.000302745905362	0.0	0.0	0.0	0.000230951731088	0.000791963653037	0.0	0.000436279024674	0.000348536148178	0.000442393983442	0.0	0.0	0.00119571577582	0.000272219953723	0.000558148975036	0.00037709760543	0.000252562456591	0.0	0.000663208508018	0.0	0.000114198705748	0.000223922373577	0.0	0.000857892612031	0.000136221223267	0.0	0.0	0.000751580529643	0.0	0.000436835645789	0.00023139869996	0.000508198942946	0.0	0.000234999216669	0.000570884871551	0.000217135058006	0.00114447286926	0.000297699594046	0.00069130216189	0.00174137737333	0.000487361102086	0.0	0.000143809021619	0.0	0.000459971983525	0.000116025432775	0.000292135300378	0.000961934863268	0.000389478877262	0.000132240148109	0.0	0.0	0.000133818052055	0.00058951401938	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__	0.0036624639542	0.00140795494544	0.0099603402864	0.0	0.00108415774495	0.000784196571941	0.00243549098238	0.00646075611688	0.0115377380181	0.0197052692811	0.00241485759809	0.0171269670732	0.00114506314205	0.0	0.000508815223751	0.0268681094324	0.000355185711386	0.00584501288417	0.0122913728874	0.000976777893311	0.000118430090717	0.00260880367717	0.000647125999239	0.0188467997761	0.0	0.00550060557126	0.000272442446533	0.0130593504196	0.00297557262473	0.00789159556125	0.000503870642664	0.0532939487862	0.00159875465427	0.0134842119528	0.0272587004972	0.0188782704058	0.0278464954012	0.00468391339413	0.0154840447018	0.00146143437077	0.00430492709904	0.0010111223458	0.0014945740464	0.00404676258993	0.00673505584584	0.00349058599535	0.00859311296494	0.00754165313037	0.00202408029547	0.0	0.00407654558201	0.00105792118487	0.0	0.0201557001173	0.0102816869996	0.00114218341255	0.0100466900117	0.000357298820914
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00207062303568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000229410415233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium	0.0	0.0	0.000272471314825	0.013701218936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0417822148271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0406928054815	0.0	0.0225739848589	0.0	0.00749216727966	0.0	0.0	0.0	0.0373780404013	0.0	0.045438290174	0.0	0.0	0.0	0.0254678084364	0.0	0.0	0.0	0.0	0.0346590270756	0.0	0.0	0.0	0.000253860799662	0.0	0.0	0.0	0.0	0.0	0.0	0.0177416891514	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus	0.000315729651224	0.000131995776135	0.0	0.0	0.00345575281203	0.000672168490235	0.000251947343005	0.0	0.000146311895157	0.00024237723593	0.00647281418044	0.00037919484295	0.0	0.0	0.000864985880378	0.0	0.0	0.0	0.0113653105466	0.0	0.000805324616879	0.0	0.0	0.0	0.000825877494838	0.0166027452564	0.0	0.000225810093711	0.0	0.00205579380167	0.0	0.00110248996318	0.0	0.00152459682884	0.0	0.0	0.000158579130986	0.000837520938023	0.000807863201831	0.0	0.00926973353444	0.000280867318279	0.000194944440834	0.000814973021583	0.0	0.0	0.000146354722031	0.00018564069244	0.0	0.0	0.0	0.000308560345588	0.0	0.000213287831929	0.0	0.000810581776648	0.0	0.000158799475962
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__RFN20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000613496932515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
